customer_id,first_name,last_name,email,phone,region,created_at,updated_at
CUST_000896,Ananya,Davis,ananya.davis896@example.com,,West,2025-07-21T10:08:36.531597Z,2026-07-07T12:43:29.012151Z
CUST_001280,Vikram,Kulkarni,vikram.kulkarni1280@example.com,657-239-6618,North,2026-04-25T14:59:15.207567Z,2026-04-29T19:47:46.224488Z
CUST_000285,Fatima,Davis,fatima.davis285@example.com,428-964-8445,Central,2025-08-08T19:30:45.689089Z,2025-09-04T11:45:28.119562Z
CUST_001380,Emily,Clark,emily.clark1380@example.com,859-128-4778,West,2026-06-22T01:00:25.301828Z,2026-07-15T21:39:13.318832Z
CUST_000042,Aarav,Rossi,aarav.rossi42@example.com,865-170-1659,North,2025-07-25T06:53:01.651517Z,2025-11-16T04:15:08.496564Z
CUST_001223,Aarav,Kulkarni,aarav.kulkarni1223@example.com,206-783-9419,South,2025-03-18T12:04:03.122456Z,2025-03-18T12:32:12.078702Z
CUST_000546,Ava,Patel,ava.patel546@example.com,622-196-8612,South,2026-01-05T08:22:16.614012Z,2026-04-23T02:49:32.017058Z
CUST_000879,Aarav,Ahmed,aarav.ahmed879@example.com,266-297-9216,South,2026-06-15T05:28:02.288909Z,2026-06-18T19:12:44.530019Z
CUST_000199,Lisa,Weber,lisa.weber199@example.com,316-374-9898,South,2024-11-24T01:48:46.462806Z,2026-07-03T17:13:27.107391Z
CUST_000700,Emily,Clark,emily.clark700@example.com,386-141-1008,South,2025-06-24T06:18:30.293768Z,2025-07-18T19:06:27.193818Z
CUST_000248,Fatima,Brown,fatima.brown248@example.com,766-162-7342,West,2025-09-28T17:43:55.981846Z,2026-01-22T15:36:56.247088Z
CUST_001867,Noah,Weber,noah.weber1867@example.com,209-644-5620,West,2025-02-01T04:57:16.182566Z,2025-12-28T06:19:32.004999Z
CUST_000729,Nina,Williams,nina.williams729@example.com,368-155-7086,East,2025-09-19T03:06:04.380320Z,2026-04-01T19:49:54.351767Z
CUST_001654,Sofia,Kulkarni,sofia.kulkarni1654@example.com,615-272-5913,South,2026-06-11T06:37:48.264190Z,2026-07-21T05:41:00.095042Z
CUST_000543,Vikram,Brown,vikram.brown543@example.com,404-601-8298,East,2025-08-12T18:38:27.094604Z,2026-05-01T13:51:23.643687Z
CUST_000784,Divya,Schmidt,divya.schmidt784@example.com,302-411-6499,South,2024-12-29T17:16:42.510125Z,2025-04-04T08:23:29.014219Z
CUST_000942,Meera,Williams,meera.williams942@example.com,541-303-5243,South,2025-11-15T00:08:07.673437Z,2026-02-15T13:27:25.845220Z
CUST_001334,Lukas,Kulkarni,lukas.kulkarni1334@example.com,911-869-4810,South,2024-12-05T11:51:48.996171Z,2026-06-28T08:03:02.708649Z
CUST_000314,Vikram,Davis,vikram.davis314@example.com,572-614-1173,South,2024-11-01T19:43:10.793988Z,2025-12-12T16:08:28.166956Z
CUST_001147,Vikram,Nair,vikram.nair1147@example.com,267-897-5424,West,2024-08-04T14:21:07.524773Z,2025-04-06T17:29:32.128028Z
CUST_001239,Lukas,Khan,lukas.khan1239@example.com,784-242-6363,West,2025-01-26T19:02:35.619323Z,2025-04-10T17:49:43.281560Z
CUST_000047,Laura,Tan,laura.tan47@example.com,288-385-8385,North,2025-04-09T19:42:24.352737Z,2026-06-08T00:31:54.340802Z
CUST_000978,Olivia,Rossi,olivia.rossi978@example.com,999-935-3818,East,2025-09-15T10:22:39.564380Z,2026-03-12T23:51:53.238625Z
CUST_001451,Chen,Smith,chen.smith1451@example.com,738-877-3807,West,2025-04-28T10:32:26.134536Z,2025-05-06T19:46:30.758693Z
CUST_000933,Meera,Reddy,meera.reddy933@example.com,296-982-8261,West,2026-06-21T05:12:49.113992Z,2026-07-10T07:13:19.526154Z
CUST_000798,Aarav,Iyer,aarav.iyer798@example.com,299-353-4347,East,2024-12-02T16:28:25.058356Z,2026-05-18T03:19:25.507216Z
CUST_001736,Fatima,Sharma,fatima.sharma1736@example.com,943-750-2477,North,2025-03-24T10:27:03.363710Z,2026-03-06T16:28:36.064842Z
CUST_001506,David,Sharma,david.sharma1506@example.com,232-267-7528,South,2025-01-23T12:25:18.579733Z,2025-05-24T19:57:03.018956Z
CUST_001014,Ava,Rao,ava.rao1014@example.com,553-751-8454,East,2026-04-20T14:34:56.377629Z,2026-05-22T07:09:18.668040Z
CUST_000386,Lukas,Davis,lukas.davis386@example.com,453-642-5995,East,2024-08-23T05:01:22.717552Z,2024-10-02T11:22:40.317012Z
CUST_001625,James,Kulkarni,james.kulkarni1625@example.com,921-983-1452,South,2024-10-18T08:09:54.189716Z,2026-06-10T15:13:55.421990Z
CUST_001770,Daniel,Desai,daniel.desai1770@example.com,506-621-1232,South,2025-08-22T20:14:36.263417Z,2026-04-30T21:01:56.353141Z
CUST_000530,Arjun,Lim,arjun.lim530@example.com,893-293-7853,North,2025-05-17T00:18:16.246924Z,2026-05-24T19:28:58.260380Z
CUST_000343,Vikram,Weber,vikram.weber343@example.com,711-237-9470,West,2025-01-28T15:19:16.589444Z,2026-04-04T18:03:25.103782Z
CUST_001023,Sofia,Khan,sofia.khan1023@example.com,455-216-3402,South,2025-05-15T01:08:56.399454Z,2026-05-03T15:24:30.178738Z
CUST_000507,Priya,Iyer,priya.iyer507@example.com,227-883-6591,West,2025-07-24T11:26:22.059191Z,2026-05-18T21:15:15.246019Z
CUST_001535,Noah,Rossi,noah.rossi1535@example.com,211-940-1371,North,2025-07-11T23:36:40.887014Z,2026-05-02T05:53:06.466925Z
CUST_001684,Meera,Smith,meera.smith1684@example.com,994-384-5019,North,2026-01-07T22:43:52.776345Z,2026-07-16T02:29:46.564948Z
CUST_000888,Grace,Jones,grace.jones888@example.com,940-482-6535,South,2025-04-07T01:59:56.245684Z,2025-08-14T16:06:26.446582Z
CUST_001521,Emily,Khan,emily.khan1521@example.com,648-994-9665,North,2024-12-23T09:07:53.827820Z,2025-10-23T14:07:22.608783Z
CUST_000661,Liam,Ahmed,liam.ahmed661@example.com,848-842-9060,North,2024-12-18T07:59:36.803562Z,2026-06-18T19:04:41.359898Z
CUST_001438,Nina,Sharma,nina.sharma1438@example.com,372-545-3593,West,2024-08-19T20:31:06.142559Z,2025-05-05T23:42:05.156941Z
CUST_001426,Divya,Iyer,divya.iyer1426@example.com,432-816-4114,North,2026-05-18T05:00:18.381252Z,2026-07-13T15:44:44.868541Z
CUST_000291,Tom,Rossi,tom.rossi291@example.com,839-831-5760,East,2025-02-22T04:45:41.186450Z,2025-09-24T16:34:44.667814Z
CUST_000618,Daniel,Rossi,daniel.rossi618@example.com,512-855-1158,North,2024-12-21T11:21:14.439507Z,2025-05-01T13:43:48.422962Z
CUST_001388,Chen,Patel,chen.patel1388@example.com,564-350-1092,East,2025-10-06T17:58:26.535231Z,2025-10-29T08:15:00.158824Z
CUST_000331,Lisa,Kulkarni,lisa.kulkarni331@example.com,406-970-9489,East,2025-10-24T19:32:33.732377Z,2025-10-29T07:39:10.706765Z
CUST_000450,Vikram,Patel,vikram.patel450@example.com,700-498-2032,North,2026-03-31T15:34:53.851211Z,2026-04-30T14:01:02.355766Z
CUST_001556,Sofia,Davis,sofia.davis1556@example.com,354-862-7386,North,2026-02-23T18:26:13.192237Z,2026-06-24T05:23:05.520103Z
CUST_001983,Sarah,Ahmed,sarah.ahmed1983@example.com,997-199-5885,North,2025-11-12T11:11:18.536198Z,2026-06-13T07:07:38.416056Z
CUST_001013,Olivia,Rao,olivia.rao1013@example.com,758-175-1324,West,2024-09-06T18:41:24.296189Z,2026-04-06T21:39:24.471514Z
CUST_001584,Laura,Reddy,laura.reddy1584@example.com,554-678-1293,East,2026-05-09T12:07:56.033247Z,2026-06-19T01:29:38.181291Z
CUST_001817,Fatima,Williams,fatima.williams1817@example.com,495-858-2565,Central,2024-12-20T00:25:26.503735Z,2025-06-10T01:06:20.079049Z
CUST_000880,Laura,Kulkarni,laura.kulkarni880@example.com,480-674-6745,East,2024-08-04T22:05:36.975461Z,2025-06-18T14:05:07.962604Z
CUST_000577,Fatima,Davis,fatima.davis577@example.com,369-824-1406,West,2026-05-24T22:19:35.676498Z,2026-05-29T03:41:35.089288Z
CUST_001262,Vikram,Weber,vikram.weber1262@example.com,633-559-8226,Central,2026-07-08T13:09:47.006674Z,2026-07-15T04:23:54.540345Z
CUST_000124,David,Williams,david.williams124@example.com,226-853-4048,East,2025-04-13T17:07:16.812609Z,2025-06-10T08:45:28.224993Z
CUST_000018,Tom,Weber,tom.weber18@example.com,259-693-9883,North,2025-05-31T01:37:30.527276Z,2025-09-19T16:10:03.532496Z
CUST_000393,Aarav,Smith,aarav.smith393@example.com,887-307-4351,Central,2025-03-16T14:55:39.513742Z,2026-03-31T22:20:55.479770Z
CUST_000220,Priya,Sharma,priya.sharma220@example.com,592-253-3932,North,2025-11-27T17:51:58.748705Z,2026-02-28T23:41:26.235421Z
CUST_001741,Grace,Reddy,grace.reddy1741@example.com,206-925-2642,South,2025-04-08T19:23:27.512616Z,2026-06-20T07:13:12.891613Z
CUST_000974,Nina,Rossi,nina.rossi974@example.com,821-631-7268,East,2026-03-03T20:06:36.099524Z,2026-06-07T03:48:15.378222Z
CUST_001667,Priya,Smith,priya.smith1667@example.com,,East,2025-01-25T00:38:21.238169Z,2025-08-15T16:55:21.656221Z
CUST_000217,Mei,Patel,mei.patel217@example.com,379-222-1207,South,2026-06-05T05:31:22.548410Z,2026-07-22T16:50:52.755777Z
CUST_001471,Divya,Weber,divya.weber1471@example.com,787-887-2250,North,2025-02-09T02:05:03.125017Z,2026-05-17T16:29:32.044002Z
CUST_000536,Fatima,Khan,fatima.khan536@example.com,352-155-4766,West,2024-09-24T05:45:29.457629Z,2025-04-05T03:57:59.518951Z
CUST_000566,Mei,Lim,mei.lim566@example.com,864-514-4232,East,2026-07-16T17:21:24.760321Z,2026-07-21T23:47:56.132126Z
CUST_000154,Tom,Rossi,tom.rossi154@example.com,423-880-5054,Central,2026-02-02T02:33:28.553829Z,2026-07-22T22:23:04.961800Z
CUST_001373,Ava,Iyer,ava.iyer1373@example.com,254-556-8279,South,2025-07-05T12:23:28.649985Z,2025-12-23T10:22:05.381914Z
CUST_001773,Daniel,Weber,daniel.weber1773@example.com,571-724-6985,North,2025-10-22T09:04:32.943041Z,2026-06-14T13:47:17.953211Z
CUST_001355,Liam,Khan,liam.khan1355@example.com,898-776-8951,East,2025-11-27T00:23:51.620087Z,2026-04-11T13:11:23.475565Z
CUST_000192,Tom,Nair,tom.nair192@example.com,311-793-3692,North,2025-07-18T16:11:35.167914Z,2026-06-14T10:35:27.484498Z
CUST_001918,Omar,Tan,omar.tan1918@example.com,963-818-2575,North,2025-07-03T04:26:00.032222Z,2025-07-22T16:02:08.420820Z
CUST_001781,Rohan,Khan,rohan.khan1781@example.com,521-421-4318,West,2025-10-05T17:34:39.718789Z,2026-06-16T01:53:28.785327Z
CUST_000262,Lukas,Rao,lukas.rao262@example.com,876-427-3292,Central,2026-04-07T09:16:58.438897Z,2026-05-28T12:24:47.037034Z
CUST_000845,Noah,Davis,noah.davis845@example.com,655-542-9081,North,2024-11-21T08:46:42.122119Z,2025-03-23T11:51:05.780431Z
CUST_001589,Olivia,Iyer,olivia.iyer1589@example.com,631-185-9047,North,2025-07-25T05:20:48.106490Z,2026-05-06T23:43:08.866176Z
CUST_000012,Sofia,Kulkarni,sofia.kulkarni12@example.com,416-652-4295,North,2026-04-14T21:41:23.459381Z,2026-06-07T16:28:07.259947Z
CUST_000388,Fatima,Iyer,fatima.iyer388@example.com,894-727-4726,North,2025-08-27T13:19:58.634775Z,2026-05-20T10:28:34.138173Z
CUST_000552,Nina,Sharma,nina.sharma552@example.com,,West,2026-03-23T20:54:45.452762Z,2026-04-23T13:54:31.772882Z
CUST_001463,Michael,Jones,michael.jones1463@example.com,409-998-1163,East,2024-11-19T08:26:29.462393Z,2025-06-27T02:46:44.128823Z
CUST_000963,Emily,Miller,emily.miller963@example.com,296-332-8494,East,2026-02-08T22:18:08.915728Z,2026-03-12T11:19:28.457351Z
CUST_001820,Lisa,Patel,lisa.patel1820@example.com,462-647-6025,West,2024-11-25T06:14:41.182776Z,2025-06-25T11:11:33.397234Z
CUST_001886,Tom,Miller,tom.miller1886@example.com,655-986-4609,South,2025-02-05T04:31:11.293234Z,2026-04-22T10:22:14.847038Z
CUST_000864,Laura,Clark,laura.clark864@example.com,365-632-2990,North,2024-12-09T03:02:56.444787Z,2024-12-22T15:10:40.842167Z
CUST_001655,Olivia,Kulkarni,olivia.kulkarni1655@example.com,480-189-5709,West,2025-04-09T00:50:00.634896Z,2026-07-25T22:41:26.413578Z
CUST_001433,Divya,Khan,divya.khan1433@example.com,450-168-2879,West,2025-12-04T21:50:31.289175Z,2026-07-13T03:52:15.006619Z
CUST_001171,James,Clark,james.clark1171@example.com,843-511-6847,West,2026-03-24T06:56:15.340488Z,2026-04-18T01:54:21.374216Z
CUST_001193,James,Khan,james.khan1193@example.com,454-628-4176,North,2025-11-29T16:41:04.419124Z,2026-04-05T08:15:09.705691Z
CUST_001789,Emma,Ahmed,emma.ahmed1789@example.com,530-437-6574,Central,2025-03-12T10:28:43.949032Z,2025-05-02T01:22:08.674976Z
CUST_001690,Aarav,Miller,aarav.miller1690@example.com,936-714-7305,Central,2026-07-03T15:25:25.138864Z,2026-07-06T00:35:02.556147Z
CUST_001186,Meera,Khan,meera.khan1186@example.com,692-924-2609,East,2024-10-24T20:23:03.825717Z,2025-05-06T20:47:38.027096Z
CUST_000039,Emily,Johnson,emily.johnson39@example.com,965-852-9947,West,2025-10-04T15:14:17.457007Z,2026-07-06T15:01:24.352457Z
CUST_000653,Rohan,Johnson,rohan.johnson653@example.com,265-450-1486,North,2024-12-06T21:48:06.009968Z,2025-09-15T01:17:48.007577Z
CUST_000755,Lisa,Tan,lisa.tan755@example.com,756-180-7265,North,2026-04-25T14:40:40.815361Z,2026-07-24T11:11:15.684219Z
CUST_000341,Mei,Smith,mei.smith341@example.com,475-582-6621,North,2025-04-27T06:26:44.788734Z,2025-08-26T11:23:54.420051Z
CUST_001693,Sarah,Ahmed,sarah.ahmed1693@example.com,366-773-7126,Central,2024-12-25T18:05:59.163798Z,2025-10-26T07:29:23.260722Z
CUST_001849,Rohan,Clark,rohan.clark1849@example.com,921-728-5520,South,2026-02-07T11:27:24.633873Z,2026-07-09T09:32:36.995767Z
CUST_001965,James,Desai,james.desai1965@example.com,407-762-5901,Central,2026-01-16T11:14:58.834189Z,2026-07-16T02:56:02.718983Z
CUST_001230,Mei,Kulkarni,mei.kulkarni1230@example.com,968-532-4898,North,2024-11-24T10:08:29.519829Z,2025-07-06T17:36:22.394244Z
CUST_000354,Liam,Rossi,liam.rossi354@example.com,932-854-7385,South,2025-04-13T02:27:40.251198Z,2025-07-05T16:48:51.954156Z
CUST_001332,Daniel,Iyer,daniel.iyer1332@example.com,368-753-7963,Central,2025-09-23T05:03:13.554447Z,2026-02-04T08:14:47.796626Z
CUST_001951,Daniel,Davis,daniel.davis1951@example.com,804-422-5417,North,2025-12-15T21:40:43.005019Z,2026-01-20T07:35:59.029965Z
CUST_001107,Aarav,Weber,aarav.weber1107@example.com,291-547-5176,South,2025-10-31T08:30:10.176728Z,2026-06-05T07:54:37.676340Z
CUST_001427,Liam,Rao,liam.rao1427@example.com,432-533-7993,West,2025-03-19T01:30:25.096089Z,2025-05-24T01:35:29.047774Z
CUST_000894,Emily,Brown,emily.brown894@example.com,813-869-7523,South,2024-08-02T04:31:12.046397Z,2026-04-19T06:19:27.097360Z
CUST_000983,Divya,Davis,divya.davis983@example.com,212-403-4992,East,2025-03-10T15:53:28.434661Z,2025-05-23T17:35:36.201577Z
CUST_000225,Olivia,Schmidt,olivia.schmidt225@example.com,965-186-2565,South,2025-08-17T12:04:37.595403Z,2026-04-08T01:27:42.137057Z
CUST_001686,Liam,Patel,liam.patel1686@example.com,458-890-3325,North,2026-05-29T02:21:00.209414Z,2026-07-22T14:49:02.119996Z
CUST_000677,Emma,Johnson,emma.johnson677@example.com,790-602-6127,East,2025-10-30T11:38:34.535392Z,2026-01-09T06:44:06.694804Z
CUST_000907,Nina,Rossi,nina.rossi907@example.com,554-942-8280,North,2025-07-15T15:13:34.731618Z,2025-12-25T05:43:24.268113Z
CUST_000216,Emma,Iyer,emma.iyer216@example.com,849-881-2083,South,2025-09-05T07:03:15.090400Z,2026-07-02T13:07:29.642039Z
CUST_000733,Olivia,Patel,olivia.patel733@example.com,280-740-2528,North,2025-01-03T06:51:43.685999Z,2026-04-22T04:49:45.168870Z
CUST_000717,Vikram,Brown,vikram.brown717@example.com,900-493-2841,East,2025-03-20T07:06:18.374664Z,2026-07-04T02:39:21.124099Z
CUST_000770,Olivia,Khan,olivia.khan770@example.com,832-205-1479,Central,2024-12-03T04:06:20.903231Z,2025-12-20T22:46:27.237336Z
CUST_000172,Ava,Lim,ava.lim172@example.com,,Central,2026-06-07T16:46:17.561762Z,2026-07-08T09:01:32.852657Z
CUST_000545,Rohan,Johnson,rohan.johnson545@example.com,507-252-3093,South,2024-10-21T07:33:27.309834Z,2026-02-22T18:03:35.080250Z
CUST_000422,Rohan,Johnson,rohan.johnson422@example.com,623-344-4992,South,2025-09-15T12:04:21.218353Z,2026-07-14T22:37:27.822412Z
CUST_001889,Michael,Jones,michael.jones1889@example.com,346-938-1888,South,2025-07-08T14:56:26.745497Z,2025-09-02T15:11:38.990545Z
CUST_001910,Sarah,Miller,sarah.miller1910@example.com,,North,2025-04-02T18:59:30.131136Z,2025-04-04T23:53:00.669944Z
CUST_001414,Tom,Sharma,tom.sharma1414@example.com,720-189-6598,East,2026-04-26T04:20:50.985610Z,2026-06-04T11:36:24.416363Z
CUST_001734,Mei,Weber,mei.weber1734@example.com,589-112-4845,North,2026-07-18T13:53:08.324635Z,2026-07-24T17:27:01.469389Z
